simple_search,super_duper_bert_search
0.6978981023080921,0.772412639567108
0.6866114135127466,0.7398662977127848
0.2491211779075461,0.7901696063928885
0.4,0.56079880525
0.6133808668157957,0.05689670285446882
0.3661223828604867,0.5114466531522884
0.6029075560822144,0.7550512127528697
0.4130914697333179,0.6528008853285927
0.2999438676003334,0.6280974270913046
0.6040000000000001,0.5360312488475291
0.5399839431478323,0.6586122331222912
0.4,0.583974223726525
0.4,0.4
0.34042417917643997,0.12823083531249996
0.6040000000000001,0.6130883329552943
0.529314041614033,0.6040000000000001
0.0,0.5252815000000001
0.5599690075505803,0.551283565
0.0,0.0
0.556560581848808,0.8134755269733681
0.4,0.5490046507696934
0.0,0.0
0.19818233089406198,0.7246696344036573
0.0006009204999565731,0.6320372194274246
0.5517426930313573,0.3572270827722018
0.28574100118749995,0.3293912287795323
0.0,0.0015933216802910305
0.0,0.0
0.7286194003915634,0.4374213142151088
0.1855482015967946,0.004970167047288081
0.0,0.4
0.4209650125843004,0.5859790075505803
0.4442302890503289,0.7375353400000001
0.4569831420314008,0.6182790919134776
0.34,0.17158840031832706
0.1287298696377234,0.44792627482346753
0.05813035718885337,0.5748267463633749
0.3710299569763003,0.00408998001688909
0.5760561369757984,0.4404617990806415
0.6432962280351608,0.11250456322547538
0.7134929997731766,0.6021324768985046
0.5004310277959022,0.6762667604275
0.5906183573808671,0.646551488447492
0.0,0.0
0.04893776981893122,0.6069135113161388
0.7033048991006607,0.379815304345134
0.6789833216442492,0.6948121139505755
0.6775069003348095,0.740681985941934
0.20880249999999997,0.6678935650000001
0.001691568765814972,0.40294920816316065
0.22148412393737527,0.6058980967800063
0.0,0.4452767450739644
0.407906944341241,0.6756881745114984
0.5234485495632634,0.3419763232504144
0.39497788269803147,0.6646510782807009
0.6262309198172922,0.5497955450021071
0.40095599300817464,0.41985314157259246
0.2167094443412409,0.3767539316332581
0.01120150448342464,0.12924577657198894
0.48739,0.7697600562565001
0.5535648983823821,0.6385565721555462
0.0,0.1512203585499739
0.0,0.0
0.0,0.42524103024999993
0.6064219300835562,0.7645722169660839
0.0025944582622284234,0.0015933216802910305
0.35582204018616265,0.7475396459913878
0.47333416473558737,0.4
0.26376968129178935,0.04287499344289311
0.6074669497905428,0.3378544882553542
0.3862066749493924,0.1422886324216619
0.0,0.06707327960113833
0.7826550637144919,0.6460652966513851
0.3467209026900548,0.3409519357158013
0.0,0.40170603374406827
0.3301843870656705,0.5273196597541528
0.40167720494515846,0.43462166565992927
0.6280974270913046,0.70693534
0.09323387771942646,0.02558603828675236
0.4,0.4041274743645299
0.44724985704177345,0.5308103910734675
0.43724372823799246,0.42718008414066344
0.0025944582622284234,0.19810966329177337
0.6154527459945708,0.5332921916389555
0.000978498676908729,0.17748212499999996
0.6042545075058641,0.6791689000000001
0.07874976173628903,0.009521278810910944
0.7819629116436967,0.803217760928389
0.47637854757439657,0.4992613698378859
0.20854290481276683,0.4481225905813101
0.5502392956038157,0.6653084554588722
0.025328879342957075,0.7865505885297484
0.4,0.3646647206874123
0.6738786990346773,0.7114351751910474
0.60169953025,0.05737983028222313
0.746413394043311,0.6530377903118201
0.30996501258430037,0.001729303805583683
0.4,0.4249641412825463
0.0030178835798425857,0.405397726009375
0.7539278408672141,0.4150296904940267
0.7096344275875369,0.7435824020374683
0.0080930869892743,0.5134000000000001
0.3528751383533335,0.4018313823027495
0.4291302447882021,0.5808511628885411
0.7321306949653044,0.7463761390000001
0.4683023176127384,0.5791675255591491
0.5902045656552081,0.6089336434312386
0.6888212548984999,0.7434405495842561
0.005660871995694242,0.29569237877095333
0.0,0.022149268870628628
0.46128810741244736,0.7016346397453883
0.5065393810136173,0.6055208711164702
0.05785269586264344,0.4015566749573371
0.0,0.6583395938581704
0.10565835538823859,0.04836219742629849
0.01317824056873487,0.4018313823027495
0.0011511749140102694,0.025245369320261724
0.1645842771235937,0.504520135605625
0.3406907049484062,0.5252815000000001
0.6812314004126453,0.8004664846124517
0.6851724776440413,0.8034084233273671
0.0,0.7099093350966784
0.003590945691665638,0.47797673355995524
0.0,0.4004990343252235
0.4302578781001753,0.19345387788612076
0.5734,0.5735328545087329
0.31672877482346745,0.24574824708552392
0.29055667495733706,0.4
0.40730604237265433,0.5198169625607648
0.62176078315,0.5891873945485231
0.48792191188076756,0.6309858876102519
0.5005630526321622,0.814309823646826
0.40644880525,0.522742740194272
0.1512203585499739,0.3479570503548582
0.6153559307047489,0.6511847799951401
0.21735636164102462,0.4828434860336311
0.465397726009375,0.6443003505443629
0.07874976173628903,0.6061050119259104
0.0,0.34
0.5734,0.47107554196603685
0.43413802171268134,0.36645310969796413
0.07874976173628903,0.44724985704177345
0.4127299478322114,0.35823468366569905
0.25237090269005474,0.7720691274985602
0.06769262014151244,0.6929991719456854
0.12853730476747782,0.7080400000000001
0.7312663175893083,0.7095408370924667
0.6225589,0.6373528402647813
0.12823083531249996,0.6181384258791046
0.6678935650000001,0.7080400000000001
0.0,0.02568202566931188
0.0,0.052489671790828384
0.005402883023494743,0.7713350656949094
0.4,0.57959103025
0.19362856132187495,0.719248981227281
0.5963880222402784,0.7785978986824652
0.5630139514700202,0.5040326811361561
0.1780692242061452,0.686905039
0.4018313823027495,0.5224171060362824
0.41782026069665534,0.07883327175898439
0.6583892429552398,0.3628314314179932
0.2444419191105283,0.6087153786407439
0.38030978797824183,0.7080400000000001
0.7378120353690025,0.32562515009299153
0.6924340000000001,0.6042545075058641
0.4103834289599589,0.43374764023443907
0.6040000000000001,0.025245369320261724
0.0,0.612638635605625
0.012220561353804196,0.6041694391934838
0.003052303837915792,0.7705082531539
0.41787250616190225,0.7307701390000001
0.7881612040000001,0.7881612040000001
0.5734,0.7080400000000001
0.0,0.452710866420701
0.43051588375000005,0.25442062618749994
0.01317824056873487,0.508439868074879
0.23619595674455826,0.7913577518010887
0.05689670285446882,0.6030970071555463
0.018449864318438838,0.637293565
0.6077324936030136,0.7908973608975631
0.3291623784855074,0.26114948111584413
0.6040000000000001,0.7080400000000001
0.007504952241405002,0.665041149877529
0.10899621001562497,0.49110104938746435
0.7251618901765038,0.5713882545035687
0.0,0.675954416848808
0.6041916683728273,0.5179252435828083
0.5815908475355952,0.7063805015966793
0.41137734774124823,0.5438918062085059
0.48739,0.6513749281124184
0.170185359973669,0.7718208995885734
0.660895039,0.60879312016985
0.7905449840645583,0.8052954385317169
0.6917239500488882,0.48476633079369635
0.2166202792124568,0.4312310412476123
0.32787078255058016,0.4686361388921766
0.0017916854704345699,0.7611004000000001
0.22669211158055458,0.2609226841397451
0.0,0.002023011909568205
0.04866866688127634,0.5401292859775528
0.6398359901846876,0.47842133514195234
0.593663429716292,0.6014489348138533
0.47356698599664143,0.6200852522710232
0.16236885702518125,0.2468562869318516
0.0,0.5734589482513144
0.49051588375000005,0.526628635605625
0.04110786781235372,0.36507088013557754
0.702121093714702,0.7357378604275001
0.48617953864631264,0.25476313881953744
0.541894636604406,0.6724446144636187
0.42717834869776544,0.31238280754757447
0.5615770131259876,0.8073339872169086
0.6850240361467049,0.8008405545452552
0.4128751383533335,0.5199808052204624
0.34,0.4029821002283729
0.09264677851328122,0.10899621001562497
0.2345991838637982,0.574447064150719
0.19564817329948447,0.5419301393782051
0.0,0.0823660409638773
0.5057539241856092,0.42165036970580094
0.5430067422571689,0.27558896177576064
0.5364544456030224,0.7712966889818531
0.56280964722381,0.4542940707172399
0.4761888409519938,0.6087441666047446
0.5714874270913045,0.6244828130276089
